stock1,stock2,pvalue_1on2,hr_1on2,pvalue_2on1,hr_2on1,pvalue_1on2_adj,pvalue_2on1_adj,cointegrated
2404.TW,3189.TW,0.0403941781566526,0.47341491624534604,0.5839225273107875,0.8492728371160195,0.3553165653177377,0.7909837517549271,False
2404.TW,3231.TW,0.26130700983725413,3.3916704991538342,0.07873666713474531,0.03036972983584012,0.628410955408749,0.4612282488732073,False
2404.TW,3443.TW,0.18293451115765685,0.06876547316129833,0.4545324964539541,4.745194582453432,0.5827614367417571,0.7436533719533683,False
2404.TW,3481.TW,0.06791287822582091,7.9845153091104955,0.7690451875603799,0.06463953261276403,0.441742279505399,0.8931066178047269,False
2404.TW,3533.TW,0.271487735131155,0.15405353663665897,0.5139844604992974,1.5222227471505962,0.6320852301521858,0.7647614970206067,False
2404.TW,3653.TW,0.3817066863695751,0.06257710216130524,0.5112772245165913,2.5703996804873697,0.7052454256180722,0.764535149671262,False
2404.TW,3661.TW,0.3095057808602293,0.1640048002895253,0.10274648951273818,1.9426367782050908,0.6588758875716667,0.5019085811928344,False
2404.TW,3665.TW,0.4306268179609891,0.1114403002021552,0.6096362048300765,1.358465728319182,0.7293996897852223,0.7998186460409389,False
2404.TW,3711.TW,0.06495309435942802,0.6090130320408044,0.5498910033092873,0.6144740226055192,0.43465466917252454,0.7774851657583627,False
2404.TW,4938.TW,0.21551183155431408,6.209891774123846,0.1860172790265181,0.011412599349918699,0.602376327777032,0.58464455473729,False
2404.TW,4958.TW,0.03455979566198872,0.761151128602246,0.45435604084269704,0.6408188658265161,0.3396173230894244,0.7436533719533683,False
2404.TW,5274.TWO,0.1538542413626824,0.019995290286477202,0.5000723739409433,16.406120113185228,0.5668107069759519,0.7589318290757685,False
2404.TW,6139.TW,0.15912141582995365,0.5826370898899983,0.7761881045429262,0.6569278581759603,0.5668107069759519,0.8974021283844951,False
2404.TW,6223.TWO,0.15780159369782137,0.05285160251478302,0.6261653950369656,6.785260035455298,0.5668107069759519,0.8120748449467547,False
2404.TW,6239.TW,0.15543384403900945,1.483623575226677,0.2091859494549061,0.2722934877688171,0.5668107069759519,0.5988534086637312,False
2404.TW,6274.TWO,0.062155337115743135,0.21619035063825742,0.3745676124056013,1.9036961331680256,0.42850936516944294,0.7045490977010486,False
2404.TW,6415.TW,0.025027659985934946,0.7228588565834886,0.4806951580704335,0.45516514475898984,0.30146524783058243,0.7524995405581755,False
2404.TW,6488.TWO,0.03190609027881804,0.5648559500353519,0.16271558185049134,0.8221417117640042,0.3345722582673557,0.5669379485449833,False
2404.TW,6515.TW,0.2662631032866498,0.023013510894490587,0.5683187183787265,10.456833167885534,0.6301008948668586,0.7841277104462303,False
2404.TW,6669.TW,0.39491743648060285,0.08646355014662713,0.36809121447844917,2.4667737898944813,0.7142521031225986,0.7018447570317302,False
2404.TW,6770.TW,0.19109953519519884,3.6419309035941367,0.4934969819103804,0.07555713862658656,0.5860003894332116,0.7576923358624023,False
